user,item,rating,timestamp
0,0,1.0,2024-02-28T13:15:16-07:00
1,0,2.0,2024-02-14T14:47:02-07:00
2,0,4.0,2024-02-12T15:54:56-07:00
3,0,5.0,2024-01-24T12:47:22-07:00
4,0,2.0,2023-12-29T05:13:49-07:00
5,0,5.0,2023-12-25T21:11:41-07:00
6,0,3.0,2023-12-05T16:43:45-07:00
7,0,5.0,2023-11-03T09:52:21-07:00
8,0,2.0,2023-10-28T01:32:52-07:00
9,0,3.0,2023-10-22T21:38:09-07:00
10,0,1.0,2023-10-22T01:03:47-07:00
11,0,1.0,2023-10-11T21:54:24-07:00
12,0,1.0,2023-10-09T23:27:26-07:00
13,0,1.0,2023-10-07T05:48:40-07:00
14,0,1.0,2023-10-04T20:57:50-07:00
15,0,1.0,2023-10-04T10:13:53-07:00
16,0,1.0,2023-09-29T01:41:34-07:00
17,0,5.0,2023-09-24T23:33:15-07:00
18,0,2.0,2023-09-22T04:56:43-07:00
19,0,5.0,2023-09-19T11:39:10-07:00
20,0,5.0,2023-09-03T03:23:20-07:00
21,0,4.0,2023-08-16T13:53:10-07:00
22,0,4.0,2023-07-21T20:17:35-07:00
23,0,3.0,2023-07-09T07:07:00-07:00
24,0,5.0,2023-06-30T14:36:04-07:00
25,0,5.0,2023-06-16T05:54:03-07:00
26,0,1.0,2023-06-13T16:30:40-07:00
27,0,3.0,2023-05-29T06:14:46-07:00
28,0,1.0,2023-05-28T09:07:20-07:00
29,0,1.0,2023-05-19T03:43:59-07:00
30,0,1.0,2023-04-21T12:29:57-07:00
31,0,4.0,2023-04-17T19:03:53-07:00
32,0,3.0,2023-04-11T21:18:26-07:00
33,0,1.0,2023-04-05T04:27:38-07:00
34,0,2.0,2023-04-04T03:02:11-07:00
35,0,2.0,2023-03-15T00:09:15-07:00
36,0,5.0,2023-03-13T03:36:00-07:00
37,0,5.0,2023-02-03T14:04:13-07:00
38,0,5.0,2022-12-23T19:34:35-07:00
39,0,5.0,2022-12-19T19:06:03-07:00
40,0,1.0,2022-12-19T18:33:32-07:00
41,0,4.0,2022-12-17T23:20:40-07:00
42,0,1.0,2022-12-16T09:17:37-07:00
43,0,5.0,2022-09-21T21:04:00-07:00
44,0,4.0,2022-09-17T11:49:14-07:00
45,0,5.0,2022-07-25T04:31:09-07:00
46,0,5.0,2022-07-16T05:21:03-07:00
47,0,5.0,2022-07-13T08:22:56-07:00
48,0,1.0,2022-06-30T22:32:15-07:00
49,0,1.0,2022-06-30T14:15:57-07:00
50,0,1.0,2022-06-30T02:15:51-07:00
51,0,2.0,2022-06-29T19:49:45-07:00
52,0,1.0,2022-06-29T07:43:34-07:00
53,0,1.0,2022-06-29T05:17:13-07:00
54,0,1.0,2022-06-29T03:50:30-07:00
55,0,1.0,2022-06-28T10:59:39-07:00
56,0,1.0,2022-05-25T10:21:15-07:00
57,0,5.0,2022-05-24T07:47:23-07:00
58,0,5.0,2022-04-20T14:38:13-07:00
59,0,1.0,2022-04-19T05:40:07-07:00
60,0,3.0,2022-04-19T03:39:44-07:00
61,0,1.0,2022-04-04T03:38:55-07:00
62,0,5.0,2022-02-27T10:00:29-07:00
63,0,4.0,2022-02-23T23:13:10-07:00
64,0,5.0,2021-12-26T19:32:49-07:00
65,0,5.0,2021-12-22T00:18:18-07:00
66,0,1.0,2021-12-19T22:13:39-07:00
67,0,5.0,2021-11-28T07:27:16-07:00
68,0,5.0,2021-11-22T12:54:08-07:00
