user,item,rating,timestamp
0,0,5.0,2024-12-18 17:17:19
1,0,5.0,2024-12-18 17:17:17
2,1,5.0,2024-12-18 17:09:42
3,0,4.0,2024-12-18 17:08:27
4,0,5.0,2024-12-18 17:08:16
5,0,5.0,2024-12-18 17:06:09
6,0,5.0,2024-12-18 17:06:04
7,0,5.0,2024-12-18 17:05:20
8,0,5.0,2024-12-18 17:05:10
9,0,5.0,2024-12-18 17:04:02
10,2,1.0,2024-12-18 16:56:33
11,0,5.0,2024-12-18 16:52:41
12,0,3.0,2024-12-18 16:44:38
13,0,1.0,2024-12-18 16:44:08
14,0,1.0,2024-12-18 16:40:33
15,0,1.0,2024-12-18 16:40:30
16,2,5.0,2024-12-18 16:38:31
17,0,2.0,2024-12-18 16:36:48
18,0,1.0,2024-12-18 16:32:42
19,0,1.0,2024-12-18 16:32:05
20,0,5.0,2024-12-18 16:29:26
21,0,5.0,2024-12-18 16:26:30
22,0,5.0,2024-12-18 16:25:10
23,2,5.0,2024-12-18 16:24:43
24,3,5.0,2024-12-18 16:19:16
25,0,5.0,2024-12-18 16:15:40
26,0,5.0,2024-12-18 16:13:56
27,0,5.0,2024-12-18 16:13:13
28,0,1.0,2024-12-18 16:09:54
29,0,5.0,2024-12-18 16:08:21
30,0,5.0,2024-12-18 16:07:45
31,4,5.0,2024-12-18 15:56:03
32,5,4.0,2024-12-18 15:52:12
33,0,5.0,2024-12-18 15:51:20
34,6,5.0,2024-12-18 15:50:35
35,2,1.0,2024-12-18 15:47:26
36,0,5.0,2024-12-18 15:41:01
37,0,5.0,2024-12-18 15:33:19
38,0,4.0,2024-12-18 15:30:24
39,0,5.0,2024-12-18 15:29:12
40,0,5.0,2024-12-18 15:26:32
41,0,5.0,2024-12-18 15:20:24
42,0,5.0,2024-12-18 15:19:10
43,2,5.0,2024-12-18 15:16:41
44,2,5.0,2024-12-18 15:13:24
45,0,3.0,2024-12-18 15:10:58
46,0,5.0,2024-12-18 15:07:15
47,0,5.0,2024-12-18 15:01:32
48,0,5.0,2024-12-18 15:00:50
49,7,1.0,2024-12-18 15:00:30
50,0,5.0,2024-12-18 15:00:01
51,0,5.0,2024-12-18 14:56:02
52,0,5.0,2024-12-18 14:52:26
53,0,5.0,2024-12-18 14:43:05
54,0,5.0,2024-12-18 14:42:18
55,0,1.0,2024-12-18 14:42:03
56,0,5.0,2024-12-18 14:33:48
57,0,5.0,2024-12-18 14:33:38
58,0,2.0,2024-12-18 14:32:13
59,2,4.0,2024-12-18 14:26:43
60,0,1.0,2024-12-18 14:26:30
61,0,5.0,2024-12-18 14:25:59
62,0,5.0,2024-12-18 14:25:51
63,2,5.0,2024-12-18 14:24:51
64,2,5.0,2024-12-18 14:21:52
65,0,5.0,2024-12-18 14:20:35
66,0,4.0,2024-12-18 14:16:58
67,0,5.0,2024-12-18 14:15:24
68,0,5.0,2024-12-18 14:07:22
69,0,5.0,2024-12-18 14:07:06
70,8,5.0,2024-12-18 14:03:50
71,0,3.0,2024-12-18 13:56:04
72,0,5.0,2024-12-18 13:51:27
73,0,5.0,2024-12-18 13:47:38
74,0,1.0,2024-12-18 13:41:42
75,0,5.0,2024-12-18 13:39:42
76,2,5.0,2024-12-18 13:32:44
77,4,5.0,2024-12-18 13:31:33
78,2,5.0,2024-12-18 13:29:59
79,0,5.0,2024-12-18 13:22:16
80,8,2.0,2024-12-18 13:20:26
81,0,5.0,2024-12-18 13:16:44
82,0,5.0,2024-12-18 13:10:43
83,0,5.0,2024-12-18 13:09:57
84,0,5.0,2024-12-18 13:01:57
85,0,5.0,2024-12-18 13:01:50
86,2,1.0,2024-12-18 13:01:34
87,0,5.0,2024-12-18 12:57:27
88,0,5.0,2024-12-18 12:57:22
89,0,4.0,2024-12-18 12:56:13
90,0,5.0,2024-12-18 12:54:51
91,2,5.0,2024-12-18 12:53:33
92,2,2.0,2024-12-18 12:52:43
93,0,5.0,2024-12-18 12:47:26
94,2,5.0,2024-12-18 12:47:25
95,0,5.0,2024-12-18 12:46:25
96,0,1.0,2024-12-18 12:42:57
97,0,5.0,2024-12-18 12:42:19
98,2,1.0,2024-12-18 12:35:44
99,0,5.0,2024-12-18 12:34:40
100,0,5.0,2024-12-18 12:34:29
101,0,2.0,2024-12-18 12:32:28
102,0,5.0,2024-12-18 12:29:37
103,2,1.0,2024-12-18 12:27:27
104,0,5.0,2024-12-18 12:24:15
105,0,5.0,2024-12-18 12:23:30
106,2,1.0,2024-12-18 12:22:22
107,0,5.0,2024-12-18 12:19:39
108,0,5.0,2024-12-18 12:19:19
109,2,5.0,2024-12-18 12:15:07
110,0,3.0,2024-12-18 12:13:47
111,0,5.0,2024-12-18 12:12:12
112,0,5.0,2024-12-18 12:07:35
113,0,5.0,2024-12-18 12:05:23
114,0,4.0,2024-12-18 12:04:52
115,0,5.0,2024-12-18 12:02:27
116,0,4.0,2024-12-18 11:58:22
117,0,5.0,2024-12-18 11:56:59
118,4,5.0,2024-12-18 11:55:48
119,0,5.0,2024-12-18 11:53:05
120,2,5.0,2024-12-18 11:51:39
121,0,4.0,2024-12-18 11:50:50
122,0,5.0,2024-12-18 11:46:28
123,0,5.0,2024-12-18 11:45:27
124,0,5.0,2024-12-18 11:42:04
125,0,5.0,2024-12-18 11:41:27
126,9,5.0,2024-12-18 11:35:51
127,0,1.0,2024-12-18 11:33:41
128,0,4.0,2024-12-18 11:30:44
129,0,5.0,2024-12-18 11:29:05
130,4,5.0,2024-12-18 11:26:47
131,4,5.0,2024-12-18 11:22:05
132,0,5.0,2024-12-18 11:21:51
133,0,5.0,2024-12-18 11:16:31
134,0,5.0,2024-12-18 11:14:10
135,0,1.0,2024-12-18 11:14:03
136,0,4.0,2024-12-18 11:05:23
137,0,2.0,2024-12-18 11:02:19
138,0,5.0,2024-12-18 10:59:37
139,4,5.0,2024-12-18 10:59:06
140,0,5.0,2024-12-18 10:58:51
141,2,1.0,2024-12-18 10:58:26
142,0,5.0,2024-12-18 10:54:02
143,0,1.0,2024-12-18 10:48:52
144,0,5.0,2024-12-18 10:46:57
145,0,4.0,2024-12-18 10:40:13
146,2,1.0,2024-12-18 10:32:11
147,0,5.0,2024-12-18 10:21:15
148,0,5.0,2024-12-18 10:17:53
149,0,4.0,2024-12-18 10:04:50
150,0,1.0,2024-12-18 10:04:29
151,0,5.0,2024-12-18 10:03:41
152,2,5.0,2024-12-18 10:00:57
153,0,5.0,2024-12-18 09:53:36
154,0,5.0,2024-12-18 09:50:30
155,0,5.0,2024-12-18 09:41:11
156,10,5.0,2024-12-18 09:37:42
157,0,5.0,2024-12-18 09:30:15
158,0,5.0,2024-12-18 09:29:23
159,11,1.0,2024-12-18 09:19:52
160,0,1.0,2024-12-18 09:19:12
161,0,5.0,2024-12-18 09:06:57
162,0,5.0,2024-12-18 09:05:06
163,4,5.0,2024-12-18 08:59:44
164,12,5.0,2024-12-18 08:58:42
165,0,5.0,2024-12-18 08:56:44
166,13,4.0,2024-12-18 08:53:02
167,0,5.0,2024-12-18 08:51:40
168,0,5.0,2024-12-18 08:36:36
169,0,1.0,2024-12-18 08:31:29
170,0,5.0,2024-12-18 08:27:45
171,2,4.0,2024-12-18 08:23:24
172,0,2.0,2024-12-18 08:09:56
173,0,5.0,2024-12-18 08:07:10
174,0,5.0,2024-12-18 08:02:54
175,0,1.0,2024-12-18 08:02:27
176,6,5.0,2024-12-18 08:01:07
177,2,5.0,2024-12-18 07:59:22
178,0,5.0,2024-12-18 07:45:09
179,0,5.0,2024-12-18 07:43:06
180,0,5.0,2024-12-18 07:43:02
181,0,2.0,2024-12-18 07:42:14
182,0,5.0,2024-12-18 07:30:33
183,0,5.0,2024-12-18 07:17:33
184,0,4.0,2024-12-18 07:13:20
185,4,5.0,2024-12-18 07:10:13
186,0,1.0,2024-12-18 07:09:32
187,0,2.0,2024-12-18 07:08:38
188,0,5.0,2024-12-18 07:03:16
189,0,1.0,2024-12-18 06:59:41
190,0,5.0,2024-12-18 06:55:00
191,0,5.0,2024-12-18 06:53:38
192,0,5.0,2024-12-18 06:42:44
193,2,3.0,2024-12-18 06:36:54
194,4,5.0,2024-12-18 06:32:45
195,2,4.0,2024-12-18 06:17:39
196,2,3.0,2024-12-18 06:14:34
197,0,5.0,2024-12-18 06:14:31
198,0,5.0,2024-12-18 06:13:27
199,0,5.0,2024-12-18 06:10:54
200,8,1.0,2024-12-18 06:09:28
201,0,5.0,2024-12-18 06:05:00
202,0,1.0,2024-12-18 06:03:45
203,10,5.0,2024-12-18 05:47:58
204,0,1.0,2024-12-18 05:41:18
205,0,1.0,2024-12-18 05:37:42
206,0,5.0,2024-12-18 05:33:43
207,0,5.0,2024-12-18 05:29:55
208,14,5.0,2024-12-18 05:28:51
209,15,5.0,2024-12-18 05:28:26
210,0,5.0,2024-12-18 05:26:32
211,2,1.0,2024-12-18 05:11:26
212,16,1.0,2024-12-18 05:09:42
213,0,5.0,2024-12-18 05:08:33
214,0,4.0,2024-12-18 05:07:51
215,2,5.0,2024-12-18 05:07:07
216,0,5.0,2024-12-18 05:06:00
217,0,5.0,2024-12-18 05:04:49
218,0,5.0,2024-12-18 05:04:11
219,0,5.0,2024-12-18 04:34:03
220,2,5.0,2024-12-18 04:23:54
221,0,5.0,2024-12-18 04:23:01
222,2,5.0,2024-12-18 04:14:42
223,0,5.0,2024-12-18 04:12:08
224,0,1.0,2024-12-18 04:11:04
225,0,5.0,2024-12-18 04:04:36
226,0,5.0,2024-12-18 03:49:50
227,0,5.0,2024-12-18 03:36:58
228,2,5.0,2024-12-18 03:26:38
229,0,5.0,2024-12-18 03:23:27
230,0,1.0,2024-12-18 03:17:15
231,12,5.0,2024-12-18 03:16:43
232,0,4.0,2024-12-18 03:07:53
233,0,4.0,2024-12-18 03:07:49
234,0,5.0,2024-12-18 02:59:23
235,17,5.0,2024-12-18 02:54:43
236,0,5.0,2024-12-18 02:54:33
237,0,5.0,2024-12-18 02:51:39
238,0,5.0,2024-12-18 02:49:16
239,0,3.0,2024-12-18 02:38:45
240,0,5.0,2024-12-18 02:36:43
241,0,5.0,2024-12-18 02:28:17
242,2,5.0,2024-12-18 02:24:54
243,0,5.0,2024-12-18 02:24:12
244,0,5.0,2024-12-18 02:20:54
245,2,5.0,2024-12-18 02:18:44
246,0,4.0,2024-12-18 02:14:03
247,0,1.0,2024-12-18 02:01:27
248,2,5.0,2024-12-18 01:58:08
249,0,5.0,2024-12-18 01:51:17
250,0,5.0,2024-12-18 01:47:02
251,0,5.0,2024-12-18 01:40:48
252,2,1.0,2024-12-18 01:36:57
253,0,5.0,2024-12-18 01:29:08
254,0,1.0,2024-12-18 01:27:08
255,4,5.0,2024-12-18 01:18:20
256,0,5.0,2024-12-18 01:16:29
257,2,5.0,2024-12-18 01:16:01
258,0,5.0,2024-12-18 01:13:46
259,0,5.0,2024-12-18 01:13:29
260,4,4.0,2024-12-18 01:12:42
261,2,4.0,2024-12-18 01:08:58
262,0,5.0,2024-12-18 01:08:26
263,0,5.0,2024-12-18 01:05:59
264,0,5.0,2024-12-18 01:00:47
265,0,1.0,2024-12-18 01:00:17
266,2,2.0,2024-12-18 00:59:56
267,0,1.0,2024-12-18 00:58:26
268,2,5.0,2024-12-18 00:57:12
269,2,5.0,2024-12-18 00:56:56
270,18,5.0,2024-12-18 00:55:47
271,2,5.0,2024-12-18 00:44:21
272,0,5.0,2024-12-18 00:43:43
273,0,5.0,2024-12-18 00:38:14
274,0,4.0,2024-12-18 00:37:02
275,2,5.0,2024-12-18 00:36:45
276,0,1.0,2024-12-18 00:35:36
277,0,5.0,2024-12-18 00:31:20
278,0,5.0,2024-12-18 00:30:34
279,0,5.0,2024-12-18 00:30:11
280,0,5.0,2024-12-18 00:30:00
281,0,5.0,2024-12-18 00:23:35
282,0,5.0,2024-12-18 00:18:14
283,0,1.0,2024-12-18 00:16:32
284,2,2.0,2024-12-18 00:14:43
285,0,1.0,2024-12-18 00:14:38
286,19,1.0,2024-12-18 00:10:24
287,4,5.0,2024-12-18 00:09:57
288,0,5.0,2024-12-18 00:09:44
289,0,5.0,2024-12-18 00:09:08
290,0,4.0,2024-12-18 00:05:45
291,0,3.0,2024-12-17 23:58:35
292,2,1.0,2024-12-17 23:52:57
293,2,5.0,2024-12-17 23:51:12
294,14,1.0,2024-12-17 23:47:40
295,0,5.0,2024-12-17 23:46:24
296,0,5.0,2024-12-17 23:39:34
297,0,5.0,2024-12-17 23:38:51
298,2,1.0,2024-12-17 23:36:48
299,0,3.0,2024-12-17 23:34:11
300,0,5.0,2024-12-17 23:34:09
301,0,5.0,2024-12-17 23:27:04
302,0,5.0,2024-12-17 23:23:18
303,0,1.0,2024-12-17 23:16:42
304,0,5.0,2024-12-17 23:16:28
305,0,1.0,2024-12-17 23:03:54
306,20,1.0,2024-12-17 23:02:51
307,21,5.0,2024-12-17 23:00:53
308,0,5.0,2024-12-17 22:56:42
309,0,4.0,2024-12-17 22:55:08
310,0,5.0,2024-12-17 22:46:49
311,8,5.0,2024-12-17 22:45:30
312,2,5.0,2024-12-17 22:44:10
313,0,5.0,2024-12-17 22:44:04
314,0,1.0,2024-12-17 22:43:51
315,0,5.0,2024-12-17 22:41:47
316,4,1.0,2024-12-17 22:41:07
317,0,5.0,2024-12-17 22:40:54
318,0,5.0,2024-12-17 22:40:06
319,2,5.0,2024-12-17 22:38:15
320,16,5.0,2024-12-17 22:33:22
321,4,5.0,2024-12-17 22:19:13
